2455928	1	1	1	0.00
2455928	2	1	1	0.00
2455928	3	1	1	0.00
2455928	4	1	1	0.00
2455928	5	1	1	0.00
2455928	6	1	1	0.00
2455928	1	2	1	0.00
2455928	2	2	1	0.00
2455928	3	2	1	0.00
2455928	4	2	1	0.00
2455928	5	2	1	0.00
2455928	6	2	1	0.00
2455928	1	3	1	0.00
2455928	2	3	1	0.00
2455928	3	3	1	0.00
2455928	4	3	1	0.49
2455928	5	3	1	0.00
2455928	6	3	1	0.02
2455928	1	4	1	0.00
2455928	2	4	1	0.00
2455928	3	4	1	0.00
2455928	4	4	1	0.00
2455928	5	4	1	0.00
2455928	6	4	1	0.00
2455928	1	5	1	0.00
2455928	2	5	1	0.00
2455928	3	5	1	0.00
2455928	4	5	1	0.00
2455928	5	5	1	0.00
2455928	6	5	1	0.00
2455928	1	6	1	0.00
2455928	2	6	1	0.00
2455928	3	6	1	0.00
2455928	4	6	1	0.00
2455928	5	6	1	0.00
2455928	6	6	1	0.00
2455928	1	1	2	0.00
2455928	2	1	2	0.00
2455928	3	1	2	0.00
2455928	4	1	2	0.00
2455928	5	1	2	0.00
2455928	6	1	2	0.00
2455928	1	2	2	0.00
2455928	2	2	2	0.00
2455928	3	2	2	0.00
2455928	4	2	2	0.00
2455928	5	2	2	0.00
2455928	6	2	2	0.00
2455928	1	3	2	0.00
2455928	2	3	2	0.13
2455928	3	3	2	2.32
2455928	4	3	2	6.56
2455928	5	3	2	0.00
2455928	6	3	2	2.03
2455928	1	4	2	0.00
2455928	2	4	2	0.00
2455928	3	4	2	0.00
2455928	4	4	2	0.00
2455928	5	4	2	0.00
2455928	6	4	2	0.07
2455928	1	5	2	0.00
2455928	2	5	2	0.00
2455928	3	5	2	0.00
2455928	4	5	2	0.00
2455928	5	5	2	0.00
2455928	6	5	2	0.00
2455928	1	6	2	0.00
2455928	2	6	2	0.00
2455928	3	6	2	0.00
2455928	4	6	2	0.00
2455928	5	6	2	0.00
2455928	6	6	2	0.00
2455928	1	1	3	0.00
2455928	2	1	3	0.00
2455928	3	1	3	0.00
2455928	4	1	3	0.00
2455928	5	1	3	0.00
2455928	6	1	3	0.00
2455928	1	2	3	0.00
2455928	2	2	3	0.00
2455928	3	2	3	0.01
2455928	4	2	3	0.44
2455928	5	2	3	0.00
2455928	6	2	3	0.02
2455928	1	3	3	0.10
2455928	2	3	3	0.65
2455928	3	3	3	3.31
2455928	4	3	3	4.09
2455928	5	3	3	0.00
2455928	6	3	3	5.27
2455928	1	4	3	0.00
2455928	2	4	3	0.00
2455928	3	4	3	0.00
2455928	4	4	3	0.00
2455928	5	4	3	0.00
2455928	6	4	3	3.07
2455928	1	5	3	0.00
2455928	2	5	3	0.00
2455928	3	5	3	0.00
2455928	4	5	3	0.00
2455928	5	5	3	0.00
2455928	6	5	3	0.07
2455928	1	6	3	0.00
2455928	2	6	3	0.00
2455928	3	6	3	0.00
2455928	4	6	3	0.00
2455928	5	6	3	0.00
2455928	6	6	3	0.00
2455928	1	1	4	0.00
2455928	2	1	4	0.01
2455928	3	1	4	0.44
2455928	4	1	4	1.79
2455928	5	1	4	0.00
2455928	6	1	4	0.00
2455928	1	2	4	0.02
2455928	2	2	4	0.16
2455928	3	2	4	1.96
2455928	4	2	4	4.74
2455928	5	2	4	0.03
2455928	6	2	4	0.45
2455928	1	3	4	1.66
2455928	2	3	4	2.45
2455928	3	3	4	2.14
2455928	4	3	4	0.98
2455928	5	3	4	0.00
2455928	6	3	4	3.27
2455928	1	4	4	0.00
2455928	2	4	4	0.00
2455928	3	4	4	0.00
2455928	4	4	4	0.00
2455928	5	4	4	0.00
2455928	6	4	4	0.98
2455928	1	5	4	0.00
2455928	2	5	4	0.00
2455928	3	5	4	0.00
2455928	4	5	4	0.00
2455928	5	5	4	0.00
2455928	6	5	4	0.03
2455928	1	6	4	0.00
2455928	2	6	4	0.00
2455928	3	6	4	0.00
2455928	4	6	4	0.00
2455928	5	6	4	0.00
2455928	6	6	4	0.00
2455935	1	1	1	0.00
2455935	2	1	1	0.00
2455935	3	1	1	0.00
2455935	4	1	1	0.00
2455935	5	1	1	0.00
2455935	6	1	1	0.00
2455935	1	2	1	0.00
2455935	2	2	1	0.00
2455935	3	2	1	0.00
2455935	4	2	1	0.00
2455935	5	2	1	0.00
2455935	6	2	1	0.00
2455935	1	3	1	0.00
2455935	2	3	1	0.00
2455935	3	3	1	0.00
2455935	4	3	1	0.00
2455935	5	3	1	0.00
2455935	6	3	1	0.00
2455935	1	4	1	0.00
2455935	2	4	1	0.00
2455935	3	4	1	0.00
2455935	4	4	1	0.00
2455935	5	4	1	0.00
2455935	6	4	1	0.00
2455935	1	5	1	0.00
2455935	2	5	1	0.00
2455935	3	5	1	0.00
2455935	4	5	1	0.00
2455935	5	5	1	0.00
2455935	6	5	1	0.00
2455935	1	6	1	0.00
2455935	2	6	1	0.00
2455935	3	6	1	0.00
2455935	4	6	1	0.00
2455935	5	6	1	0.00
2455935	6	6	1	0.00
2455935	1	1	2	0.00
2455935	2	1	2	0.00
2455935	3	1	2	0.00
2455935	4	1	2	0.00
2455935	5	1	2	0.00
2455935	6	1	2	0.00
2455935	1	2	2	0.00
2455935	2	2	2	0.00
2455935	3	2	2	0.00
2455935	4	2	2	0.00
2455935	5	2	2	0.00
2455935	6	2	2	0.00
2455935	1	3	2	0.00
2455935	2	3	2	0.00
2455935	3	3	2	0.00
2455935	4	3	2	0.00
2455935	5	3	2	0.00
2455935	6	3	2	0.00
2455935	1	4	2	0.00
2455935	2	4	2	0.00
2455935	3	4	2	0.00
2455935	4	4	2	0.00
2455935	5	4	2	0.00
2455935	6	4	2	0.00
2455935	1	5	2	0.00
2455935	2	5	2	0.00
2455935	3	5	2	0.00
2455935	4	5	2	0.00
2455935	5	5	2	0.00
2455935	6	5	2	0.00
2455935	1	6	2	0.00
2455935	2	6	2	0.00
2455935	3	6	2	0.00
2455935	4	6	2	0.00
2455935	5	6	2	0.00
2455935	6	6	2	0.00
2455935	1	1	3	0.00
2455935	2	1	3	0.00
2455935	3	1	3	0.00
2455935	4	1	3	0.00
2455935	5	1	3	0.00
2455935	6	1	3	0.00
2455935	1	2	3	0.00
2455935	2	2	3	0.00
2455935	3	2	3	0.00
2455935	4	2	3	0.00
2455935	5	2	3	0.00
2455935	6	2	3	0.00
2455935	1	3	3	0.00
2455935	2	3	3	0.00
2455935	3	3	3	0.00
2455935	4	3	3	0.00
2455935	5	3	3	0.00
